,ACG.L,ACG.R,AMYG.L,AMYG.R,ANG.L,ANG.R,CAU.L,CAU.R,CUN.L,CUN.R,FFG.L,FFG.R,HIP.L,HIP.R,IFGoperc.L,IFGoperc.R,IFGtriang.L,IFGtriang.R,INS.L,INS.R,IPL.L,IPL.R,MTG.L,MTG.R,ORBinf.L,ORBinf.R,ORBmid.L,ORBmid.R,ORBsup.L,ORBsup.R,ORBsupmed.L,ORBsupmed.R,PCG.L,PCG.R,PCUN.L,PCUN.R,PUT.L,PUT.R,ROL.L,ROL.R,SFGdor.L,SFGdor.R,SFGmed.L,SFGmed.R,SPG.L,SPG.R,STG.L,STG.R,THA.L,THA.R,response
10,0.072694929,0.064304554,-0.057203619,0.008456739,0.083904003,0.043405034,-0.013436811,-0.023710978,0.081179343,0.031169155,0.103888079,0.052542772,-0.073576644,-0.034347145,-0.034044592,-0.054353813,-0.069181803,-0.045610574,0.004295702,0.010520626,-0.045895672,0.0214938,0.085648326,0.161780352,0.046096384,0.052692126,-0.039621537,-0.013490481,0.016887502,-0.041111156,0.334492383,0.20054612,0.047364723,0.069479146,-0.004011042,-0.022886076,0.063210804,0.008665149,0.073974702,-0.052671579,0.025626899,0.029976702,0.042100975,0.069752487,-0.037664818,-0.079026335,0.10893211,0.147445064,-0.01792878,-0.026619878,-1
11,0.152169033,0.107853493,0.297496569,0.164752289,0.05438374,0.008004784,0.148904391,0.119606874,0.108374064,0.108040435,0.037938287,0.097113245,0.097917867,0.09751913,0.053684958,0.135214514,0.056888032,0.044317493,0.045641449,0.086734427,-0.089809478,-0.042870012,0.094093224,0.106139597,-0.004804364,0.088333327,-0.036432971,-0.071812316,-0.004709494,-0.053617196,0.062618545,0.039087465,0.178064364,0.192223355,0.041962959,0.084602071,0.095921781,0.097190602,0.10532726,0.137171906,-0.01262168,-0.015526076,0.087898958,0.050573865,-0.074142295,-0.012901973,0.107208701,0.071918564,0.050692426,0.055848148,-1
12,0.022903079,-0.014095647,0.098178335,0.025170535,-0.014381481,-0.096167907,-0.092715085,-0.148327934,-0.224538958,-0.182084823,-0.066826519,-0.044647325,0.044707419,0.031871648,-0.137469722,-0.108118148,-0.131808339,-0.08106096,-0.032686463,-0.055821328,-0.213749533,-0.145107896,-0.028633167,0.061370512,0.014151373,-0.061823821,-0.132096984,-0.200326965,-0.140957379,-0.039013116,0.09433691,0.050295876,0.006992102,-0.00307369,-0.202009375,-0.183134878,-0.081147487,-0.080822259,-0.130247769,-0.011360628,-0.082273476,-0.12420966,0.02327263,-0.012681435,-0.17994729,-0.196813334,0.04473508,0.057699181,-0.11991436,-0.08640477,-1
13,0.061117254,0.096741336,0.096451943,0.251213729,-0.080854433,0.067753727,-0.038494564,0.041768574,0.040712269,0.032574054,0.159315408,0.078192083,0.056523663,0.082825552,0.087831827,0.035940927,0.014450955,-0.067448549,-0.033823772,-0.041306522,0.023579241,-0.055351853,0.061609252,0.089416484,-0.031600792,-0.05561059,-0.075323853,-0.076045469,-0.052124579,0.026457813,0.186455632,0.168838961,0.18616375,0.21534348,0.152091369,0.110981975,0.061279716,0.046475515,-0.122555496,-0.053887215,0.013533394,0.02918388,-0.025676113,0.066167453,0.167453444,0.20636292,0.132867221,0.126095488,0.103046102,0.082726706,-1
14,0.003800624,-0.044822954,0.145073067,-0.062828634,-0.103387058,-0.072983255,-0.116666777,-0.059259991,-0.011491358,-0.019280479,-0.00851539,-0.085601873,-0.051339612,-0.044183472,-0.118804591,-0.116026632,-0.141481976,-0.140572556,-0.094585949,-0.122147096,-0.152016989,-0.095939443,-0.032615426,-0.053766781,-0.256722729,-0.214816801,-0.190553821,-0.248615284,-0.12893311,-0.180834499,0.032148792,-0.012460182,0.022857193,-0.006471656,-0.106959439,-0.093698821,-0.062800876,-0.060587979,-0.067446605,-0.112019011,-0.138376446,-0.119157763,-0.146456471,-0.109914905,-0.108928772,-0.146885161,0.030674024,0.033950525,-0.045221635,-0.071708234,-1
15,0.121117461,0.068812201,0.046352727,0.014066109,-0.028817776,-0.005706615,0.038345592,0.077347885,0.018407763,-0.043828804,0.043032844,0.041762624,0.037415368,0.029935211,-0.076317776,-0.108430947,-0.023486488,-0.003282808,-0.073580853,-0.03403094,-0.069575923,0.015207159,0.030160328,0.082033792,-0.06521992,-0.002017594,-0.087869614,-0.091714687,-0.112926273,0.011150565,0.216248796,0.17195161,0.056547296,0.060009111,-0.041345837,-0.042773649,-0.040665695,-0.011230357,-0.106830725,-0.083684902,-0.044547374,-0.057851699,0.097823497,0.120679595,-0.038818709,-0.051506912,0.028574283,0.022187584,-0.050708312,-0.047536376,-1
16,0.097069193,0.026887568,-0.011118722,0.044429998,-0.098114315,-0.115692138,-0.024230643,0.030240279,-0.060134747,-0.12358852,0.028984902,-0.001426963,-0.003033503,-0.027177144,-0.049774648,0.037565477,-0.099502843,-0.041854244,0.006058943,0.01989185,-0.206356927,-0.136459356,-0.037282373,0.078448423,-0.051738229,0.060435815,-0.144621622,-0.186352545,-0.236465908,-0.199888049,-0.009775425,0.039931174,-0.108722738,-0.090337059,-0.138652016,-0.113504728,0.031584196,0.059351193,-0.014397478,-0.046473126,-0.084465255,-0.111964924,0.05007621,0.002758544,-0.104838383,-0.100188304,0.036901909,0.060254422,0.025124139,0.031659716,-1
17,0.061492699,0.015155649,0.035588988,-0.092776715,-0.023358989,0.034937053,0.051703773,-0.034294626,-0.043213735,0.00184485,0.095410218,0.079442486,0.027212936,0.017545376,-0.020181223,-0.046358663,-0.038673116,-0.061299127,0.032153011,-0.013059913,-0.024600741,-0.038791777,-0.019662728,0.011345098,0.056510447,0.011795491,0.088881808,0.004369932,-0.026801668,-0.011322019,0.01459648,0.010151907,0.00941747,-0.046214169,-0.020826178,-0.020334764,-0.01717803,0.022782236,0.009394613,-0.073974011,-0.009404065,-0.028049691,0.020260891,-0.022901204,-0.04593974,-0.052036033,0.063094435,0.069569505,-0.040692011,-0.004648485,-1
18,0.10163651,0.041873286,0.057088062,0.031689856,-0.003617316,0.020236464,0.002388738,0.046038635,-0.0448683,-0.024040998,0.03873149,0.034874268,0.049182478,0.054481837,-0.041684991,-0.074174208,-0.012781944,-0.046969204,-0.040412942,-0.016701524,-0.044773025,-0.025149545,0.063497129,0.074167556,-0.062768676,-0.098260004,-0.056744227,-0.036096816,0.025745068,0.017997696,0.250988732,0.113587894,-0.03439065,0.000122124,-0.048987364,-0.033644769,0.001243085,-0.045214441,-0.074382132,-0.085789092,-0.026572934,0.013119471,0.018823129,0.030309477,-0.059028228,-0.081701358,0.001160269,0.040575005,0.053671744,0.082513477,-1
19,0.133178327,0.078215056,0.036302457,0.197217016,-0.077672751,-0.039331136,-0.024723195,-0.011551616,0.010023361,0.024407732,0.065310427,0.069841851,0.135401929,0.065363943,-0.133335389,-0.180833116,-0.123961799,-0.102082422,-0.07766579,-0.138266982,-0.191374179,-0.164786299,0.041073682,0.015580044,-0.058800688,-0.118066751,-0.171533543,-0.173845204,-0.15368671,-0.123397467,0.223502783,0.188048932,0.027274106,0.025954175,-0.099884715,-0.093335691,-0.002773446,-0.014274467,-0.125881415,-0.142660299,-0.024150689,-0.05775934,-0.006676709,0.014550588,-0.131338103,-0.072094874,0.040125387,0.014870883,-0.070830661,-0.074589032,-1
20,0.167118199,0.203219673,-0.134790746,-0.079241102,-0.070848355,0.028666244,-0.04639678,-0.026960957,-0.114368609,-0.069354179,-0.028619932,-0.077330178,-0.056239809,-0.033059334,-0.163372104,-0.097889307,-0.183804333,-0.018601662,-0.09157894,-0.010776547,-0.211065363,-0.033223882,-0.032746026,0.121282107,-0.093482356,0.155881683,-0.052526048,0.038950443,0.037111437,0.047393982,0.287628109,0.177653594,0.005835658,-0.01437685,-0.115968358,-0.091696596,-0.108607581,-0.104765253,-0.125242324,-0.034872871,-0.022189433,0.027607167,0.112796303,0.192224482,-0.176649404,-0.236386634,0.027053319,0.046389231,-0.216830507,-0.054737655,-1
21,0.073369736,-0.023138478,-0.177767633,-0.069205427,-0.0276847,-0.019768981,-0.06750168,-0.128707945,-0.010324268,-0.025225879,-0.069312062,-0.07033367,-0.09916768,-0.054289572,-0.08220388,-0.124991525,-0.063408124,-0.085395092,-0.061242695,-0.13911272,-0.093293387,-0.06188359,-0.01767532,0.016554989,-0.084551852,-0.082980359,-0.030999984,-0.107679194,-0.016831334,-0.115749831,0.189853213,0.058432655,-0.077841388,-0.069491806,-0.067643418,-0.097007827,-0.034157853,-0.11267667,-0.115708679,-0.104276318,-0.03483388,-0.04853851,-0.001377166,-0.003456991,-0.14637454,-0.182814052,-0.030015732,-0.012659275,-0.128989946,-0.067857419,-1
22,-0.013301874,-0.017746594,0.15295198,0.251384635,-0.0067529,-0.025941552,-0.042672458,-0.019713753,0.014170924,-0.008397855,0.146278573,0.044061043,0.057935295,0.098447186,-0.056033263,-0.033650084,-0.009859804,0.007277828,-0.061570695,-0.076501516,-0.042985273,0.017688459,0.075601662,0.093350551,-0.019443865,0.085590739,-0.095799287,0.043029636,-0.005603067,0.05317557,0.053059413,0.017963375,0.089224277,0.029616277,0.007776015,-0.005870749,-0.002617493,-0.04545821,-0.04431048,-0.017991722,-0.04871232,-0.012523955,-0.073166448,-0.025387076,-0.102958875,-0.130527296,-0.013090537,0.029185055,-0.040748505,-0.028179649,-1
23,0.215526432,0.129908009,0.215965368,0.148388662,-0.040672159,0.009612141,-0.041140753,0.010789699,-0.006814475,0.002972289,0.112422511,-0.04388671,0.119222247,0.099366174,0.110931357,0.072812988,0.041310744,0.130027786,0.027724724,-0.003955178,-0.036011957,0.041643391,0.039739191,0.083654815,0.054476468,0.004362047,-0.070087106,-0.018114307,0.05545457,-0.01298896,0.234507253,0.139836966,0.194792438,0.165885665,0.030552546,0.102173037,0.006436116,0.005655913,0.049201506,0.11322846,0.02085383,0.065280412,0.051112952,0.123496805,0.032763993,-0.003647602,0.036902577,0.062441139,0.011077952,-0.007599174,-1
24,0.034018165,0.014829122,0.034186565,0.134998689,-0.000461816,-0.152375273,-0.01174324,-0.001105931,-0.085648462,-0.091350724,-0.030796644,-0.001984466,0.031107401,0.090395243,-0.07788929,-0.13625901,-0.044482475,-0.076811322,-0.097188401,-0.057593204,-0.151561751,-0.186429652,0.014272724,-0.000240223,-0.112815935,-0.112625626,-0.144486949,-0.150715287,-0.100337326,-0.136175113,0.145983283,0.085411752,0.07957391,-0.011814426,-0.018868398,-0.093796879,-0.053549747,-0.094603608,-0.196966251,-0.100322213,-0.020537985,-0.063807323,-0.014264877,0.022994055,-0.243670506,-0.184729915,-0.06565572,-0.001206541,-0.022210639,-0.038776088,-1
25,0.029223122,0.05661165,0.096128437,-0.214236182,0.020647738,-0.000654039,-0.153102347,-0.119024284,-0.345058951,-0.183547931,-0.110025377,-0.093293871,-0.03376738,0.039823159,-0.13479571,-0.165109602,-0.121759061,-0.111749206,-0.042053376,-0.052056491,-0.181431668,-0.093222758,0.019966362,0.035575039,-0.075089837,-0.079893908,-0.09994658,-0.084235214,-0.078327605,-0.056828889,0.117968211,0.065811121,0.010598349,-0.089639372,-0.202802197,-0.135491739,-0.071120778,-0.02754059,-0.06005273,-0.084452807,-0.042452794,-0.005689085,0.016832281,0.06588365,-0.258154812,-0.147144264,-0.072135916,0.005080934,-0.109019734,4.12E-05,-1
26,0.097276502,0.078683725,0.244991855,0.155309457,0.068496288,-0.066178052,0.021037433,0.022625285,-0.034614373,0.015482076,0.037915439,0.028877154,0.126519651,0.054498205,-0.087706807,-0.05220688,-0.040239686,-0.002354185,-0.086238034,0.069341196,-0.020416052,-0.050014326,0.097000519,0.106280583,0.029149721,0.031890335,-0.030662898,0.094971545,0.010990699,0.014187488,0.173562414,0.110338046,0.069487693,0.018349942,0.009532411,-0.014116824,0.101392816,0.135873133,-0.037886604,0.088890088,0.024331512,0.01729648,0.115910958,0.091783307,0.004518922,-0.033379114,0.075080582,0.103058504,-0.012505166,-0.042582499,-1
27,0.19182503,0.086340997,0.026991115,-0.09286131,-0.410279254,-0.339127232,-0.060443493,-0.053537489,-0.035155528,-0.040355295,-0.121470411,-0.216551676,0.020171338,-0.028970086,-0.29441872,-0.258761496,-0.205488938,-0.251032142,-0.037366306,0.025199848,-0.292813854,-0.418534537,-0.141476488,-0.031430837,-0.397817308,-0.25664647,-0.431196429,-0.181449406,-0.16485731,-0.210468807,0.050145296,0.089277572,0.097201255,0.07006758,-0.140387583,-0.147431948,-0.016118871,0.000633187,0.068925551,0.185719385,-0.00726359,-0.128036146,-0.135056015,-0.041215729,-0.431015349,-0.487862529,0.005445646,0.043175023,-0.176331679,-0.065902535,-1
28,0.06863523,0.052561411,0.130193069,-0.011341141,-0.005105998,0.159700106,0.186158681,0.222050134,0.289343197,0.200819388,0.376046535,0.258530367,0.082906081,0.116355618,0.105312078,0.163971816,0.213769083,0.220663067,0.066096942,0.100690788,0.115353092,0.18346736,0.138861472,0.205196434,0.021944356,0.098666103,0.049875571,0.007968294,0.039141879,-0.000916251,0.06990543,0.166306115,0.087499843,0.174423868,0.090738626,0.18376716,0.163422594,0.143497335,0.128870743,0.049758709,0.056659181,0.125019364,0.073355858,0.103156105,0.142243074,0.291455871,0.177587621,0.160826503,0.163609957,0.226297398,1
29,0.111697466,0.076712612,0.30322249,0.349707254,-0.1516526,-0.104255189,-0.051718606,-0.004236104,0.052375517,-0.039793105,0.066861576,0.042246688,0.143413945,0.081243364,-0.074057892,-0.002104964,-0.110626821,0.014365245,0.022161787,0.008320325,-0.049672255,0.03575125,-0.00416715,0.090199973,-0.011758626,0.072163981,-0.04938646,-0.053891677,-0.06775244,-0.028960405,0.115070348,0.126709321,0.077823459,-0.050817034,-0.141951174,-0.094557621,0.053868574,0.074191274,0.115836131,0.022154058,-0.051524936,-0.017186807,0.042247134,0.031415845,-0.207559342,-0.206943832,0.118062703,0.075321927,-0.06197378,-0.003213983,1
30,0.240396016,0.171054252,0.420989693,0.372935281,0.160053344,0.140909937,0.238683716,0.294585692,0.140369157,0.137085748,0.224745251,0.252559494,0.27097135,0.225552627,0.123249364,0.074675946,0.070879909,0.062753487,0.112992772,0.122217291,0.049699211,-0.037485339,0.193998085,0.175880034,0.123518116,0.041889938,0.066064053,0.182653769,0.034080824,0.052851506,0.21149413,0.233403864,0.29768013,0.326017546,0.092594999,0.145593026,0.226156033,0.211070231,0.123811301,0.170965033,0.085381514,0.13188597,0.230122782,0.196409093,-0.012008173,0.012311253,0.231361446,0.256283139,0.217708324,0.202429767,1
31,0.131422173,0.080115315,0.017568579,0.075093725,0.008925035,-0.001614635,-0.007275509,-0.001382388,0.009477672,-0.038390826,0.065936821,0.012319339,0.116732393,0.040931348,-0.027236975,-0.025370345,0.013540904,0.0353372,-0.030307838,-0.010353997,-0.082518224,-0.082056511,0.040356265,0.043718676,0.07965273,0.028676838,0.062971212,-0.04573506,0.021856805,0.049227301,0.131140772,0.050037201,0.177276398,0.150221663,0.016842345,-0.006322232,-0.025891395,0.058001739,-0.071657937,0.036869852,0.037177045,0.057488419,0.063300079,0.061331489,-0.098112721,-0.115094981,-0.018444916,-0.012306027,-0.050557362,0.013188978,1
32,0.181463402,0.156224892,0.100704069,0.125044961,-0.067461172,-0.105306668,0.004943102,0.062980785,-0.147064112,-0.083523914,-0.069002841,-0.098540404,0.012771124,-0.016439829,-0.090343421,-0.054573844,-0.106245512,-0.020361094,-0.121252649,-0.013297207,-0.105949143,-0.074148879,-0.009865525,-0.003539847,-0.099593829,0.019930139,0.025788047,0.31926245,-0.287168768,-0.061346133,-0.085762273,0.012547196,-0.039464649,-0.147789443,-0.169842333,-0.159537195,-0.047501527,0.026115637,-0.091522597,0.032342283,-0.02234542,-0.039097497,0.047251818,0.015180319,-0.190691206,-0.191523255,0.003290775,0.056208578,-0.163205419,-0.069632294,1
33,-0.033012057,-0.037344789,0.115331373,-0.034087724,-0.077098198,-0.003206602,-0.071573502,-0.057710088,0.014966966,-0.011405851,0.010086535,0.073222545,0.091766503,-0.026449337,0.031929864,-0.010729215,-0.02149336,0.006565366,-0.032844519,-0.146338934,-0.011466662,0.01969816,0.010925937,0.093062969,-0.046343433,-0.017884568,-0.090250856,-0.092114273,0.008300395,0.001688064,0.072369294,0.036528302,-0.005216359,0.012852203,0.040624459,0.057759308,-0.085613524,-0.077123758,-0.071128052,-0.033749634,-0.047208835,-0.02088411,-0.059430944,-0.008280236,0.000812233,0.02008245,0.049583748,0.044726194,0.004122941,-0.008186786,1
34,0.108422402,0.078648492,0.188228247,0.133991203,-0.028180091,-0.125303926,0.044904967,-0.009879433,-0.011621807,0.006215012,0.051018536,0.066189464,0.054042917,0.061815031,-0.079094724,-0.042715507,0.017800962,-0.019186497,-0.021397025,0.013600808,-0.049622067,-0.143805289,0.069843143,0.094708857,0.09466625,0.118464218,-0.004575416,-0.107570095,0.041331354,-0.030539456,0.266875552,0.12825785,0.072178287,0.035921975,-0.002189153,-0.053154683,-0.010480695,0.008192004,-0.030477339,0.01452622,-0.018791212,-0.037105312,0.091186483,0.052975998,-0.016822954,-0.041666129,0.074465886,0.068518404,0.076228139,0.053502575,1
35,0.125666825,0.075652986,0.085235789,0.01123022,0.025599639,-0.024567733,0.050169834,0.111067651,0.103978625,0.054013316,0.149661696,0.187559945,0.132649421,0.103328847,-0.010216303,-0.021137264,0.020246713,-0.00196594,0.024508449,-0.008350425,-0.053733729,-0.090323502,0.085949271,0.090223207,0.130153643,0.042616927,-0.046774034,-0.023361861,0.073703869,0.025306955,0.143198738,0.146048648,0.040497377,0.072157325,0.012099068,0.012966715,0.001733791,-0.004410578,-0.02494925,0.006320126,-0.003301895,0.01318557,0.027594606,0.039163299,-0.081086366,-0.08914269,0.082841077,0.125690439,0.112943933,0.064220764,1
36,0.194222796,0.099927296,0.142632812,0.112054822,-0.029950039,-0.229029204,-0.035404949,-0.038030311,-0.056189454,-0.020742314,0.001196676,-0.036592169,0.055778802,0.065607456,-0.131471496,-0.095068429,-0.048213911,-0.123693201,0.008472642,-0.03443726,-0.134092024,-0.096202287,-0.021756842,-0.019175279,-0.063468684,0.026115672,0.012153155,0.028383853,0.022102365,0.008510137,0.136633794,0.085315727,-0.035041075,0.025137965,-0.051305217,-0.150836209,-0.021901465,-0.03782279,0.107563202,0.0758247,0.094704824,0.019301214,0.071315711,0.040443239,-0.116947237,-0.191062446,0.04196681,-0.005393182,-0.139611951,-0.103559132,1
37,0.177696734,0.133098266,0.452502889,0.252159944,0.235916598,0.212917587,0.035856901,0.062235913,0.16235054,0.215911209,0.261839056,0.170203502,0.274800375,0.181723627,0.059959112,0.04929884,0.120435246,0.14912571,0.021860017,0.091290236,0.037644744,0.070495482,0.193446213,0.296830052,0.115389202,0.186717052,0.044164716,-0.01378819,-0.091351067,0.171605724,0.170187791,0.144485244,0.29220131,0.179594921,0.225680353,0.264605542,0.059955221,0.113692232,0.130243997,0.207673936,0.182551994,0.193202406,0.193305527,0.170294097,0.16310288,0.196928735,0.218881681,0.198483195,0.039435218,0.106602548,1
38,0.150413499,0.106624798,0.089536168,0.09973142,0.027499586,0.079378434,0.037938087,0.02500361,0.044178585,0.081334075,0.113354626,0.089803811,0.029906238,0.091366301,0.052740058,0.104750011,0.059107568,0.119347515,0.053609783,0.065867425,-0.055919575,0.088862564,0.073185067,0.1501598,0.02057183,0.083262828,0.044534482,0.084030013,0.004211793,0.03884145,0.395596998,0.294998076,0.052362654,0.177640908,0.023232243,0.062225451,0.119251731,0.118768197,0.129492009,0.11999769,0.081624612,0.090981452,0.115057456,0.104813722,-0.029602085,0.08079032,0.164964502,0.189018942,0.165152094,0.158465219,1
39,0.333627339,0.217211945,-0.002497982,0.136003053,0.133002302,0.078092049,0.200136813,0.187143586,0.161782739,0.128281486,0.145121065,0.112474507,0.130610118,0.126606216,-0.031119406,0.075048489,0.007825415,0.046557521,-0.025702653,0.011944942,-0.004424849,0.012591487,0.141587695,0.183884177,0.05030916,0.120627953,-0.001996754,0.026211915,0.005863432,0.06375762,0.295418046,0.198441117,0.224362208,0.126341245,0.06211942,0.078084158,0.146937998,0.17949499,0.05783438,-0.052385481,0.105387668,0.096987779,0.268139701,0.19457636,0.014242712,0.036646743,0.110503042,0.156822658,0.115142993,0.112121708,1
